Content,cleaned_content,EventId,EventTemplate,source,label,label_name
Deleting block blk_3312198496468502316 file /mnt/hadoop/dfs/data/current/subdir36/blk_3312198496468502316,deleting block block_id file mnt hadoop dfs data current subdir block_id,E9,Deleting block blk_<*> file /<*>/blk_<*>,HDFS,0,Normal
Deleting block blk_-626413149556394155 file /mnt/hadoop/dfs/data/current/subdir26/blk_-626413149556394155,deleting block block_id file mnt hadoop dfs data current subdir block_id,E9,Deleting block blk_<*> file /<*>/blk_<*>,HDFS,0,Normal
Deleting block blk_1350741653957819140 file /mnt/hadoop/dfs/data/current/subdir32/blk_1350741653957819140,deleting block block_id file mnt hadoop dfs data current subdir block_id,E9,Deleting block blk_<*> file /<*>/blk_<*>,HDFS,0,Normal
Deleting block blk_6675564098604634452 file /mnt/hadoop/dfs/data/current/subdir1/blk_6675564098604634452,deleting block block_id file mnt hadoop dfs data current subdir block_id,E9,Deleting block blk_<*> file /<*>/blk_<*>,HDFS,0,Normal
Deleting block blk_1692958087244489888 file /mnt/hadoop/dfs/data/current/subdir62/blk_1692958087244489888,deleting block block_id file mnt hadoop dfs data current subdir block_id,E9,Deleting block blk_<*> file /<*>/blk_<*>,HDFS,0,Normal
Deleting block blk_5528471097481810388 file /mnt/hadoop/dfs/data/current/subdir5/blk_5528471097481810388,deleting block block_id file mnt hadoop dfs data current subdir block_id,E9,Deleting block blk_<*> file /<*>/blk_<*>,HDFS,0,Normal
Deleting block blk_797263375273454863 file /mnt/hadoop/dfs/data/current/subdir16/blk_797263375273454863,deleting block block_id file mnt hadoop dfs data current subdir block_id,E9,Deleting block blk_<*> file /<*>/blk_<*>,HDFS,0,Normal
Deleting block blk_5209577451013188921 file /mnt/hadoop/dfs/data/current/subdir24/blk_5209577451013188921,deleting block block_id file mnt hadoop dfs data current subdir block_id,E9,Deleting block blk_<*> file /<*>/blk_<*>,HDFS,0,Normal
Deleting block blk_4713539908695785630 file /mnt/hadoop/dfs/data/current/subdir39/blk_4713539908695785630,deleting block block_id file mnt hadoop dfs data current subdir block_id,E9,Deleting block blk_<*> file /<*>/blk_<*>,HDFS,0,Normal
Deleting block blk_6148201552996212693 file /mnt/hadoop/dfs/data/current/subdir15/blk_6148201552996212693,deleting block block_id file mnt hadoop dfs data current subdir block_id,E9,Deleting block blk_<*> file /<*>/blk_<*>,HDFS,0,Normal
Deleting block blk_9014154925388243050 file /mnt/hadoop/dfs/data/current/subdir28/blk_9014154925388243050,deleting block block_id file mnt hadoop dfs data current subdir block_id,E9,Deleting block blk_<*> file /<*>/blk_<*>,HDFS,0,Normal
Deleting block blk_8761138012128091849 file /mnt/hadoop/dfs/data/current/subdir33/blk_8761138012128091849,deleting block block_id file mnt hadoop dfs data current subdir block_id,E9,Deleting block blk_<*> file /<*>/blk_<*>,HDFS,0,Normal
Received block blk_-4071286774767564790 of size 67108864 from /10.251.197.226,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
10.251.122.65:50010 Served block blk_2866275036574950116 to /10.250.11.53,ip_addr num served block block_id to ip_addr,E1,<*>:<*> Served block blk_<*> to /<*>,HDFS,0,Normal
Received block blk_-6811519872198278365 of size 67108864 from /10.250.6.4,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.19:50010 is added to blk_6748710057489679257 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.209:50010 is added to blk_1833093108290599780 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to blk_9163807899833139121 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
Receiving block blk_3941798034503185737 src: /10.250.11.85:42358 dest: /10.250.11.85:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
Received block blk_6894918622505820383 of size 67108864 from /10.250.14.143,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
Receiving block blk_6491424745418112176 src: /10.251.214.130:57008 dest: /10.251.214.130:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_000115_0/part-00115. blk_-17685631368401548,block hostname user root rand _temporary _task_ _ _m_ _ part num block_id,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS,0,Normal
BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_000176_0/part-00176. blk_8924207394547472950,block hostname user root rand _temporary _task_ _ _m_ _ part num block_id,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS,0,Normal
Receiving block blk_-4526931594457272384 src: /10.251.43.147:40348 dest: /10.251.43.147:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.242:50010 is added to blk_5390763359901143305 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
Receiving block blk_-11867600358649678 src: /10.251.75.79:46421 dest: /10.251.75.79:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.194:50010 is added to blk_2430417102497887445 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_-747046374856916711 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
Received block blk_5062112794659861146 of size 67108864 from /10.251.91.84,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
Receiving block blk_-116589515245909549 src: /10.251.203.179:33198 dest: /10.251.203.179:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
PacketResponder 1 for block blk_4628975089896927394 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
Receiving block blk_-764747190320632607 src: /10.251.127.191:49914 dest: /10.251.127.191:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
Received block blk_-8015797075596093783 of size 67108864 from /10.250.11.194,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.160:50010 is added to blk_-1675768179383804109 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
PacketResponder 2 for block blk_1155029843511109085 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to blk_9060964400089016309 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-1417908110808566576 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
PacketResponder 0 for block blk_-7483426835701512490 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
Receiving block blk_-3752135158991310104 src: /10.251.70.5:44375 dest: /10.251.70.5:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
Receiving block blk_-8649503431827393598 src: /10.251.199.19:48778 dest: /10.251.199.19:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
PacketResponder 2 for block blk_-6883339133893273874 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
PacketResponder 0 for block blk_3695169334833427187 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
PacketResponder 0 for block blk_6055109613223910610 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
Receiving block blk_-1868325377308234190 src: /10.251.42.207:50666 dest: /10.251.42.207:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-6338549285508312302 size 3530010,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.179:50010 is added to blk_-900758580041645081 size 3543900,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to blk_1756478622414930264 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.47:50010 is added to blk_-6555060221133060529 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
Receiving block blk_9076677650086747187 src: /10.251.35.1:52094 dest: /10.251.35.1:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
PacketResponder 2 for block blk_-4165562468976768862 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
PacketResponder 1 for block blk_-3295982945091621137 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_-7637577152926063076 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
Receiving block blk_3181161977343808286 src: /10.251.43.21:40127 dest: /10.251.43.21:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
Receiving block blk_6807535563873595117 src: /10.250.17.177:48934 dest: /10.250.17.177:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
Receiving block blk_7513976340045981966 src: /10.251.42.207:36468 dest: /10.251.42.207:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001061_0/part-01061. blk_-749176535135404637,block hostname user root rand _temporary _task_ _ _m_ _ part num block_id,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.245:50010 is added to blk_-7909610753867924116 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
Received block blk_-7247291679155656679 of size 67108864 from /10.250.10.176,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
PacketResponder 1 for block blk_-6369730481066968769 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
Receiving block blk_7780461223860192433 src: /10.251.127.191:58148 dest: /10.251.127.191:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001281_0/part-01281. blk_2084123600915946046,block hostname user root rand _temporary _task_ _ _m_ _ part num block_id,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS,0,Normal
Receiving block blk_92273823183917102 src: /10.250.15.67:53441 dest: /10.250.15.67:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
Received block blk_-1141332313413855099 of size 67108864 from /10.251.89.155,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
Receiving block blk_3016571528120363023 src: /10.251.194.102:60235 dest: /10.251.194.102:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
Receiving block blk_-7678242108759603056 src: /10.251.125.193:33553 dest: /10.251.125.193:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
Receiving block blk_-7526023914950151999 src: /10.250.5.161:48457 dest: /10.250.5.161:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
Receiving block blk_-6380328072112550668 src: /10.250.6.191:37701 dest: /10.250.6.191:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.100:50010 is added to blk_3222673463853349950 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
PacketResponder 2 for block blk_-3183355402229300197 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
